Entry Name,GLP1R_3PA_GLP1_1 MaxLFQ Intensity,GLP1R_3PA_GLP1_2 MaxLFQ Intensity,GLP1R_3PA_GLP1_3 MaxLFQ Intensity,GLP1R_3PA_GLP1_4 MaxLFQ Intensity,GLP1R_3PA_VEH_1 MaxLFQ Intensity,GLP1R_3PA_VEH_2 MaxLFQ Intensity,GLP1R_3PA_VEH_3 MaxLFQ Intensity,GLP1R_3PA_VEH_4 MaxLFQ Intensity,GLP1R_WT_GLP1_1 MaxLFQ Intensity,GLP1R_WT_GLP1_2 MaxLFQ Intensity,GLP1R_WT_GLP1_3 MaxLFQ Intensity,GLP1R_WT_GLP1_4 MaxLFQ Intensity,GLP1R_WT_VEH_1 MaxLFQ Intensity,GLP1R_WT_VEH_2 MaxLFQ Intensity,GLP1R_WT_VEH_3 MaxLFQ Intensity,GLP1R_WT_VEH_4 MaxLFQ Intensity,NEG_1 MaxLFQ Intensity
A0ABK0M0C1_RAT,93577.34,99964.37,99708.76,98919.86,90855.6,98111.734,92131.97,94050.33,99688.086,107526.484,96576.22,108916.13,102050.69,98603.64,97277.086,101878.83,82694.945
A0ABK0M0H2_RAT,37985.086,42531.37,52641.848,41305.723,39875.406,38451.316,42348.02,38575.516,39504.31,40938.508,40054.13,41895.477,44340.68,44522.5,41374.434,39265.01,44159.55
A0ABK0M0K4_RAT,0.0,0.0,20410.047,0.0,0.0,0.0,0.0,0.0,24367.184,15180.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0ABK0M0W6_RAT,82762.3,93141.055,95824.51,90940.2,88884.26,85262.46,79699.57,84714.7,79927.75,99925.45,90673.04,93795.3,38730.434,89236.98,89786.33,72391.03,61100.992
A0ABK0M1U3_RAT,23582.684,21952.574,21209.2,21537.145,19267.59,17311.088,20338.363,18230.127,19494.996,19041.605,18277.473,20024.121,22685.184,19931.6,21314.148,18658.014,26670.637
A0ABK0M2A0_RAT,652858.6,582216.3,542488.2,601346.75,634984.06,676058.56,611118.75,600858.3,577397.44,686540.0,649990.2,594942.5,617924.75,600331.8,622114.8,561778.7,758358.6
A0ABK0M2R6_RAT,32329.299,30542.977,30271.516,29094.564,28027.61,26916.818,31052.639,29470.607,28665.27,33055.35,30972.445,31347.838,30416.625,27703.291,29091.889,30204.21,22165.393
A0ABK0M3Z6_RAT,37853.598,34272.734,36622.26,37124.824,43494.996,41508.098,35989.777,40137.977,32955.688,38388.94,41354.438,39727.63,39383.484,39690.754,33353.973,39543.902,31340.63
A0ABK0M497_RAT,92603.61,90511.555,96251.43,92595.34,83199.24,91433.79,95716.664,91604.9,83860.77,99262.164,86647.18,97364.14,86810.67,95211.51,92758.64,98897.945,50859.266
A0ABK0M4A9_RAT,15285.721,15194.987,15553.417,13570.788,14707.675,16378.709,16485.043,15611.099,17020.424,14364.155,12946.197,13477.368,12752.655,15435.264,14063.2295,14039.799,23769.111
A0ABK0M4M7_RAT,133935.6,143431.7,143922.9,138144.03,132798.8,140869.45,134059.1,137000.11,170003.78,188276.45,185230.72,201268.22,177454.89,188384.61,192476.92,176576.73,113037.92
A0ABK0M4P6_RAT,179420.22,175332.61,183230.55,168822.73,177928.6,193345.42,171107.48,171798.11,167173.19,178015.86,177551.78,169577.03,182947.84,174762.12,178926.5,171662.83,169839.34
A0ABK0M531_RAT,237192.6,226540.61,216099.5,211583.33,220432.55,181423.11,198526.69,190207.38,214669.75,176338.5,223778.16,138459.94,227540.72,239918.56,280044.25,273491.62,265360.62
A0ABK0M5E1_RAT,169247.38,163452.58,176032.69,178875.22,187022.98,171157.0,166497.27,170178.12,156251.36,169780.64,174069.73,158348.0,187655.6,181524.28,165495.55,162191.75,66354.23
A0ABK0M6U9_RAT,7315575.5,7866931.0,7807640.0,7593919.5,8543201.0,8095374.0,8765805.0,8468615.0,7036720.5,7507897.5,8589687.0,7232676.5,8623609.0,8762884.0,9189152.0,9960765.0,10308756.0
A0ABK0M883_RAT,21411.248,21720.457,22709.51,23043.133,22508.38,27866.273,21870.805,24626.475,22062.037,23964.52,19818.621,21176.049,23285.047,18067.709,18940.629,0.0,56430.848
A0ABK0M8Q5_RAT,12662.334,12027.177,22081.875,17040.123,12408.481,11026.738,11324.452,15390.315,15420.474,14910.193,9839.988,13961.355,18162.883,10388.696,10538.043,13668.199,12555.6
A0ABK0M9S0_RAT,28707.445,32926.316,32920.035,32551.703,30839.33,32843.54,31696.863,33770.043,30251.113,29086.783,35776.45,26491.914,31577.65,32290.365,29069.37,28889.87,50680.645
A0ABK0MAK8_RAT,566412.0,644099.8,645691.3,597967.75,559281.0,550702.7,549719.7,512099.8,584871.2,613158.2,628423.3,649743.44,508269.34,446496.16,489669.72,465698.34,464782.2
A0ABZ3NN89_RAT,2328292.0,2677943.5,2541000.5,2399318.5,2352182.0,2190851.2,2491792.5,2217012.5,2230515.2,2267348.0,2378990.5,2357858.8,1931966.6,1934719.5,2117235.5,2008902.6,2384616.2
A0ABZ3NND6_RAT,247486.61,249184.92,238337.39,230624.14,264158.75,243578.72,249714.12,259292.67,220017.44,221252.33,236735.9,216147.8,252639.58,246569.12,234708.75,249149.47,222521.97
A0ABZ3NND7_RAT,68628.445,73467.45,68751.95,66126.52,69092.37,68898.445,69183.16,72955.55,74102.016,75163.48,74123.016,75320.625,66922.89,69081.95,73562.23,68151.24,75586.7
A0ABZ3NNE5_RAT,276056.62,298986.3,231903.23,277866.12,236728.8,264433.8,283948.9,264199.38,322483.7,263240.22,279933.9,281774.28,305321.06,318788.28,298229.03,320843.28,165068.53
A0ABZ3NNN9_RAT,28714.617,26768.658,0.0,28913.232,24522.357,23794.795,27223.193,24924.441,27698.613,25670.904,19438.16,26887.756,25707.395,0.0,23016.947,19455.037,24238.328
A1L1J8_RAT,27081.729,29353.344,26970.875,26867.344,26390.943,29783.871,29590.234,27690.791,29239.854,25314.307,33751.875,30739.787,29832.113,27659.229,29565.13,31673.406,18601.697
A1L1L5_RAT,26358.154,19948.83,28762.16,28469.053,28858.309,27484.75,26088.709,28983.746,27481.135,25570.889,25551.176,23110.691,28954.256,27814.22,27770.23,28127.412,44925.227
A6H9I0_RAT,1582697.6,1803655.1,1636952.1,1592538.9,1598524.4,1595076.6,1737984.6,1567729.2,1621698.0,1441682.6,1760879.6,1660395.9,1577151.9,1519765.6,1632781.8,1591380.5,2367752.8
A6HA51_RAT,20363.115,18456.65,20474.414,19170.838,16918.848,15643.366,20466.182,21168.363,17859.406,21562.865,17992.193,20081.527,19643.473,17853.791,16074.817,20109.486,11949.096
A6HE60_RAT,66012.805,57439.793,53468.965,53738.203,61673.71,55912.2,72827.28,72373.586,48537.16,38974.555,47924.246,41070.496,47807.01,53887.824,58883.715,56978.266,58949.46
A6HIT6_RAT,67399.19,70705.32,69082.02,69890.59,65890.414,70797.71,64188.188,65954.02,94847.58,93687.35,89908.83,97590.64,89079.8,92172.336,88775.93,89124.07,55025.285
A6HL67_RAT,28072.578,38265.99,26180.646,22637.76,30773.967,23523.047,31134.12,37620.016,19088.684,34253.02,0.0,23510.498,27900.078,27191.922,35468.582,31912.414,41062.08
A6I5M9_RAT,37181.29,31366.842,0.0,0.0,42024.293,30222.848,0.0,0.0,0.0,32468.615,28927.533,25436.215,15992.095,35787.37,21261.441,19814.104,34346.766
A6I691_RAT,32724.492,37205.184,38647.8,36837.832,31997.8,32955.004,31848.61,33921.46,38095.395,36176.18,38950.633,36474.57,35399.332,34206.48,36827.332,38550.746,29820.855
A6I7M8_RAT,20747.285,23908.365,25060.527,0.0,31728.107,23902.342,27819.455,19600.35,18777.271,29425.531,22628.105,27779.74,23114.729,27420.975,24603.082,28723.621,23244.922
A6IDY9_RAT,127669.89,133122.92,144253.64,116473.3,120593.59,145439.75,159868.58,151816.84,157050.08,176270.95,186185.48,204364.64,151975.06,155526.8,159908.12,161165.33,139620.02
A6IHJ4_RAT,10728363.0,12073861.0,11740034.0,11783358.0,11344351.0,10707717.0,10992545.0,10970304.0,11808882.0,10708232.0,11668036.0,10616658.0,11683364.0,11531844.0,11963638.0,10906338.0,12625604.0
A6INQ7_RAT,33743.438,34161.93,36043.094,31960.729,35536.52,36905.855,33162.03,33431.418,34554.57,37049.926,38680.438,34970.145,40022.777,36610.016,39040.547,34857.887,27197.605
A6IPZ9_RAT,76495.39,84618.28,78575.945,74707.61,83749.8,72139.46,78732.14,83649.51,83800.766,81793.016,78047.92,75455.71,80815.195,83478.445,87851.13,86134.67,97381.016
A6IRJ8_RAT,64251.562,68657.74,61848.727,62589.965,62784.094,59440.324,67603.38,63908.145,70360.17,69772.15,66932.46,71979.09,65139.656,67450.89,71646.05,70549.03,52449.85
A6J8Q9_RAT,23647.316,25596.836,25590.922,25598.9,26751.574,28973.102,27591.418,26476.322,47867.387,54698.64,63575.664,58527.645,54117.69,51398.13,57684.105,59858.15,10981.717
A6JIS7_RAT,11817.525,5515.61,10076.325,11595.4,9710.745,11958.336,11385.764,11819.085,12276.167,8741.24,6766.5273,9400.467,8724.455,11039.623,9832.2295,10630.524,12208.295
A6JJV3_RAT,25096.309,24463.65,25105.008,24855.414,23083.396,25162.492,24062.256,24181.893,22797.588,23844.46,24773.914,23545.861,25405.535,23605.057,26182.844,25495.354,24855.744
A6JU10_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4237.7207,3619.0322,6312.0186,6337.448,0.0
A6K426_RAT,24468.027,40743.88,20898.316,23260.295,33723.645,37332.72,25264.848,33956.05,29944.576,27977.482,29566.043,38715.85,49329.38,28284.896,29407.375,29835.963,34223.65
A6KDZ8_RAT,12567.588,16082.359,16493.398,13467.63,19480.94,15025.62,19122.088,14511.556,17288.88,15178.652,16160.077,10890.215,15302.998,14798.993,15973.427,18006.771,41726.12
A6KEF7_RAT,14119.982,16464.582,14921.737,18669.717,15306.266,0.0,14763.565,15857.489,15214.137,17713.432,18993.166,14761.118,14250.926,16237.578,17373.166,12975.063,25015.496
A6KI11_RAT,122348.93,121311.83,121546.2,120043.73,132698.3,117405.836,121458.65,121374.375,118015.31,118991.414,114111.44,115063.79,126446.266,120404.78,116574.34,115612.79,171952.53
A6KKP9_RAT,71537.55,67511.805,64962.83,69396.336,90853.03,59256.13,71150.58,68227.805,64277.117,60820.53,66153.83,59624.6,66399.78,77936.27,62336.926,70653.13,77482.62
A6KNE7_RAT,388826.62,430893.8,393058.25,410810.38,375718.25,401103.5,402828.84,387898.94,365008.75,377613.75,387800.88,375896.03,333124.06,320097.47,382086.3,347287.7,403186.38
A6KQR9_RAT,358806.22,396322.06,361343.53,366618.38,349215.56,382324.6,371368.12,365018.72,393404.84,396883.8,392172.44,406517.97,374313.34,377259.9,401626.94,427003.7,200753.52
A6KSS8_RAT,122073.85,128919.484,113376.86,122304.19,120720.836,116872.14,116237.836,122815.44,128433.36,119056.44,111348.52,135572.27,111383.836,113998.086,107487.07,113120.48,98161.62
A9UMV9_RAT,140775.23,142788.34,149939.98,141192.56,157706.45,144208.27,120066.43,131949.02,128105.5,117176.6,139681.97,110618.53,151626.86,150701.77,145853.22,138372.27,167887.92
B0BN74_RAT,12118.135,15757.034,18719.766,13956.969,13330.032,15375.582,14420.638,11008.332,41416.293,44658.59,50760.99,41958.66,41871.535,39880.156,44917.62,35823.04,12696.912
B0BN81_RAT,2734384.5,2959382.0,2980235.2,2793388.0,3137708.2,2706406.8,2896307.8,3155012.2,2716966.8,2887075.8,3244149.2,2711209.2,3155827.0,3363136.0,3414393.5,3631088.8,3635026.5
B0BN83_RAT,15014.765,15275.34,11814.719,15019.6875,8951.545,13738.642,13007.94,13936.197,11740.762,13291.62,0.0,13857.786,14544.383,0.0,14353.832,12042.712,0.0
B0BN98_RAT,55661.535,67436.38,54792.723,62212.645,70758.37,62085.66,77294.62,82659.97,45616.977,48290.094,52917.32,46669.742,59433.598,59182.746,64099.707,58253.79,71238.93
B0BNI2_RAT,43974.71,45951.617,43181.36,43799.02,40071.84,40773.41,39360.99,43076.676,45363.832,43351.31,39555.902,49642.668,41618.02,39747.047,38156.586,42593.258,37735.73
B0BNJ9_RAT,21085.771,17743.941,15922.255,16698.459,22134.08,19850.355,19952.002,13253.927,16712.781,19160.984,16528.275,18097.49,16553.113,19256.797,17569.412,18008.246,17620.252
B0BNK1_RAT,94293.12,100454.84,91405.414,96100.92,88060.46,94950.48,96171.41,84226.44,99954.89,103989.18,102674.04,110238.19,95175.42,108580.53,102734.38,109457.38,55319.938
B0K032_RAT,16533.383,15620.592,14073.368,18840.475,19036.854,14733.783,12831.77,16169.832,15316.814,10963.115,12957.427,16106.748,12227.614,15261.27,18233.406,14143.176,21142.527
B1H275_RAT,320227.8,328224.2,365049.9,334031.72,367698.5,354794.03,333888.66,369992.5,323034.94,333665.84,347814.56,272930.8,364516.7,385445.62,354445.88,362806.16,416656.03
B1WBQ7_RAT,26066.756,29645.441,30293.484,27216.89,30172.656,27561.293,28602.69,28301.572,26069.404,31242.93,26449.873,26636.062,24005.1,27721.555,26976.402,27336.438,21340.25
B1WC13_RAT,1021646.6,1126282.6,1030260.8,1063575.6,995236.0,1008244.4,1079528.9,1070803.1,1042839.0,1028850.1,1075559.4,1062450.6,954923.9,972742.0,974785.56,965293.9,629984.75
B1WC26_RAT,18969.87,21901.47,18210.023,19456.703,16434.63,19268.832,18854.248,18350.424,13520.374,20125.496,20992.812,19615.17,20944.574,22797.918,22461.215,21854.19,15360.989
B1WC44_RAT,16222.457,14596.336,9882.393,17422.275,16064.556,12318.52,13067.17,12713.017,18499.746,12592.193,12675.516,10921.099,11729.373,16785.984,12238.788,15025.574,17884.43
B1WC49_RAT,99564.945,94756.25,100675.195,101225.59,112883.305,101625.305,109961.35,103800.65,95557.08,100426.14,100383.19,97998.92,107618.32,108267.14,103841.0,102534.05,151474.53
B1WC80_RAT,63880.37,67174.12,63943.465,71505.336,81244.11,80389.664,68811.984,56719.008,59291.812,43777.14,65662.81,38258.793,51516.773,40204.168,66453.984,65775.15,86599.6
B2GUU0_RAT,36293.535,36397.832,39007.98,37420.4,36825.715,34294.32,39960.906,39433.58,37642.273,36087.793,34218.688,33646.887,38122.812,38597.46,35949.58,31446.15,40473.375
B2GUY9_RAT,46274.46,47556.344,57338.688,54804.133,60835.1,45840.746,52948.1,56776.055,56443.316,53194.89,52149.08,46437.797,52359.656,50909.348,49486.613,52809.41,81962.42
B2GUZ3_RAT,137675.44,150250.39,137536.6,141133.31,132077.88,137635.67,143470.45,131200.33,140982.4,151757.9,150859.23,151163.45,141352.47,142626.33,152878.42,157231.81,126529.76
B2GV14_RAT,10756.757,10141.429,11368.956,9574.111,9039.036,14851.438,11816.484,12022.971,15001.979,9091.386,13615.648,12307.112,15042.001,14508.285,10917.289,12271.279,20726.076
B2GV41_RAT,28810.445,24797.717,19761.934,22351.176,27218.219,26443.95,24810.299,32228.123,18891.508,21640.84,24561.082,22053.246,22997.977,21795.186,17979.1,16992.725,32684.887
B2GV65_RAT,45698.25,46573.355,48264.45,42251.883,42585.438,43980.188,53905.113,43820.277,44475.926,44692.84,48091.996,57695.254,50580.86,56159.027,45841.793,44521.58,53689.336
B2RYP4_RAT,28525.611,30176.047,31806.31,30211.14,25700.27,26259.4,29507.941,31056.793,29360.703,30736.082,26427.662,35418.438,28793.666,32657.852,28718.232,30324.36,15743.859
B2RYS2_RAT,8873.488,10863.434,11994.34,9231.979,8333.709,14269.36,0.0,12128.066,7254.942,10753.65,10222.877,9831.653,12256.114,13240.038,12000.351,18086.46,0.0
B2RYS9_RAT,266379.2,255046.8,258223.12,264310.1,263873.7,261280.6,264190.9,253224.22,250491.92,246275.66,260757.27,226219.9,264014.1,284686.1,280101.75,263979.6,258302.31
B2RYT0_RAT,22317.229,0.0,18264.523,19890.7,19746.822,24044.703,19828.475,18051.412,20631.852,0.0,20116.453,22550.389,20559.584,22915.69,20572.994,0.0,24193.473
B2RYU7_RAT,63111.56,43889.523,49042.098,46236.125,55995.355,48077.645,47951.395,51529.195,63907.03,42370.86,42674.168,43725.39,56729.52,52112.555,51648.434,52111.99,93145.08
B2RYW3_RAT,51911.934,46978.48,53678.45,32882.695,45629.52,32752.072,46899.453,51843.72,50854.668,36705.832,31564.945,57797.254,50211.95,56616.1,36826.42,69318.08,44441.465
B2RYX1_RAT,54594.984,63976.316,64077.082,78997.99,57772.555,71749.02,66234.12,75393.19,76913.52,60998.0,76463.88,65772.805,71875.46,65386.914,71780.93,58608.55,53866.637
B2RZ65_RAT,57701.586,65563.56,61378.547,66756.99,54382.258,67785.64,61318.754,59350.793,62337.047,59173.953,59367.477,47472.527,64187.027,57576.742,63520.64,59936.484,71928.61
B2RZ66_RAT,100392.484,93178.68,100442.516,101569.96,94284.13,90470.58,92696.17,96499.32,90256.766,75485.94,86275.95,67713.05,104254.62,111498.83,109191.695,106800.41,129502.86
B2RZ79_RAT,0.0,0.0,11532.846,11557.564,18596.27,7813.1987,11907.395,11821.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22678.377
B4F778_RAT,33391.72,29807.74,29109.732,30526.277,33743.395,29816.545,29108.68,31582.426,27713.766,28450.35,28681.889,29111.447,30081.943,32668.12,30794.38,31823.64,33069.883
B4F786_RAT,13256.9,0.0,0.0,0.0,11343.4375,0.0,9797.188,7810.4805,0.0,14900.263,11326.609,8627.05,12458.993,11885.447,8309.827,10684.683,0.0
B5DEH7_RAT,46961.918,50800.105,55234.38,50151.17,51396.99,43988.137,50684.39,0.0,43534.785,41897.73,51931.242,45639.1,50699.48,50606.785,46504.758,45489.59,64497.99
B5DEI0_RAT,15156.459,16882.627,10863.088,15691.741,11792.999,16761.508,12988.994,14141.223,12557.623,14138.487,19191.27,14474.442,13254.68,11412.397,10982.337,13719.497,11680.484
B5DEL8_RAT,40537.5,40453.105,63292.27,40336.754,36371.1,40251.89,34896.457,37749.54,34730.223,26818.725,38805.35,30435.514,41018.95,43173.06,41119.695,41395.535,41314.855
B5DF62_RAT,30698.36,31176.69,62878.586,46269.82,36766.586,35933.582,34414.09,33269.684,34525.5,26782.213,41266.395,32230.775,35354.953,31156.91,32504.947,39714.4,35153.332
B5DF71_RAT,59860.42,64861.195,64760.92,64533.19,69403.68,70637.66,67948.43,69349.22,62229.1,64954.875,61309.418,62938.914,72050.44,64104.4,63511.535,66362.76,79699.05
B5DFI5_RAT,18304.486,19242.703,19645.496,18789.6,18752.809,0.0,0.0,18557.287,18771.223,22131.373,0.0,14945.433,13176.911,0.0,0.0,18441.98,14284.128
B5DFM8_RAT,54073.113,50029.445,47688.754,50567.926,51833.926,49178.8,55407.805,51055.438,46149.125,43635.668,44088.992,45742.004,46721.938,49266.566,47215.156,46820.875,53356.195
D3Z8G7_RAT,11675.853,11767.114,13737.648,13290.327,12791.561,13982.451,15304.733,14724.175,12809.925,13756.712,14147.639,15613.896,14410.302,12948.744,12713.041,11326.897,11198.913
D3Z941_RAT,774741.25,787005.9,759516.1,861670.5,758954.75,703851.44,731121.2,742318.4,754913.1,803994.8,816606.4,830774.3,834729.3,810965.7,713563.56,851865.56,845029.44
D3Z9I1_RAT,18681.146,26685.867,23592.314,23101.115,26456.633,21018.191,25402.418,22882.576,22496.867,21679.176,23139.7,24090.623,22650.566,22598.783,21206.553,24143.494,16870.94
D3Z9K2_RAT,107775.86,111045.02,106076.266,99888.0,109221.51,112474.21,117237.805,109176.81,92514.89,93854.82,96149.58,82011.586,86813.63,90064.75,85709.695,82398.39,112024.45
D3ZA78_RAT,96749.336,85779.48,94068.875,93697.555,90664.58,89196.21,96385.34,97490.16,84728.59,93967.445,91576.95,75456.17,89947.79,83470.96,80917.65,85075.24,82424.22
D3ZAG3_RAT,118419.805,110308.57,130735.21,130384.57,125299.484,122397.914,109074.91,137146.72,94154.56,99548.65,97178.72,87733.15,117448.0,107932.27,119323.32,90906.73,109341.2
D3ZAP1_RAT,272398.44,302754.25,294050.8,285256.9,240008.23,245829.62,286227.12,284808.5,289322.47,253863.6,286847.22,252523.27,312507.8,279685.3,306183.97,260257.33,290632.44
D3ZAQ6_RAT,55585.406,50960.113,52530.992,56864.43,50704.285,50636.29,59497.023,56883.168,50183.91,44526.33,38607.816,44131.695,48423.402,53865.266,47005.727,38267.137,63879.92
D3ZAY8_RAT,53874.836,30948.447,32784.48,28879.188,31676.19,32106.566,45912.92,52815.11,40064.676,27428.023,24460.156,25088.654,26558.574,23342.7,35523.96,24368.64,42697.67
D3ZB65_RAT,41499.824,38634.824,37306.684,42893.625,46676.848,39829.562,44042.266,41246.793,36276.656,42279.363,45270.938,37557.625,54943.375,52271.62,50311.957,43234.45,48129.64
D3ZB92_RAT,22132.723,50969.33,51027.51,41011.844,33243.77,35654.855,48488.168,35147.613,31999.535,36513.5,43288.805,34653.76,38451.566,36312.055,41158.594,34046.87,63778.848
D3ZBP3_RAT,26151.72,24960.309,28475.04,24959.42,22534.445,21913.062,23737.5,22673.994,19365.303,21907.863,19329.662,20073.799,18811.818,21139.852,16714.25,22487.871,25737.393
D3ZC69_RAT,0.0,57316.707,63556.2,0.0,78459.695,0.0,0.0,65460.918,65697.445,103626.836,71493.98,0.0,84595.98,82280.016,0.0,0.0,94646.516
D3ZC81_RAT,4327.159,6434.6367,5050.454,5025.2197,7743.03,4988.585,0.0,4228.3506,0.0,5682.551,6568.1597,6730.0903,4452.1514,4873.612,7718.106,5953.7344,7632.8545
D3ZCG9_RAT,162394.38,206946.66,199181.06,186297.86,183130.19,180401.39,200832.42,190864.23,160428.03,169034.5,197646.98,179964.33,172231.98,165163.73,179435.08,168048.88,261786.14
D3ZD11_RAT,87803.71,87142.0,86688.09,95002.555,85402.69,111549.984,90622.52,97512.766,88249.69,102445.875,109463.74,103816.266,95034.04,94237.055,114288.34,94240.41,109083.55
D3ZD23_RAT,57937.5,55806.63,63538.883,64747.98,56768.973,56507.67,55390.12,56628.066,55710.14,56417.34,52905.207,52444.715,59075.73,59329.234,63346.047,56027.504,99154.79
D3ZD73_RAT,58842.812,57556.85,56257.145,56306.914,55645.426,56872.867,58097.85,54841.758,52216.9,51666.824,49711.51,50932.332,46819.375,53053.637,48775.305,48778.17,57035.727
D3ZD97_RAT,182302.33,164197.31,161868.11,157106.64,171022.47,161235.4,169668.73,170723.31,187874.33,143726.69,157003.31,149254.98,151840.8,152487.3,153137.83,159521.55,147494.03
D3ZDG0_RAT,24784.168,28561.53,31187.994,32232.762,31694.629,28482.148,25143.291,29215.145,26795.36,26911.914,27602.328,28364.49,26301.918,27702.127,23334.383,22679.357,38705.38
D3ZDJ5_RAT,12768.723,0.0,0.0,0.0,0.0,0.0,0.0,20737.38,0.0,36525.207,0.0,0.0,14535.374,0.0,45413.227,0.0,0.0
D3ZDN6_RAT,8634.036,11012.525,12833.514,11252.648,11142.005,16628.234,12293.004,14565.094,7669.8115,10757.069,14563.035,12687.725,11505.498,14302.939,10776.182,15681.623,33565.496
D3ZDS4_RAT,0.0,0.0,15086.334,14848.497,15576.889,17063.162,16001.737,18114.523,14655.058,0.0,0.0,0.0,0.0,0.0,12494.153,11431.219,14169.325
D3ZE72_RAT,61145.88,64903.605,61974.652,62116.863,60430.207,62135.51,64960.85,66646.71,63782.918,55256.617,60046.195,56117.812,65100.434,59348.38,55078.598,64269.863,71357.87
D3ZEG8_RAT,18706.37,21800.5,16820.787,19459.088,19344.648,20538.648,20026.094,0.0,19108.434,19677.566,26192.936,17972.803,20976.078,21209.967,25943.021,17739.072,26664.742
D3ZEM8_RAT,139193.64,135235.55,143880.77,141758.06,149710.28,141500.27,138820.08,140032.45,131711.11,147514.11,145813.0,133814.11,153619.77,152755.16,136642.97,139833.75,129025.93
D3ZER8_RAT,31488.766,27395.951,28587.26,30441.592,29041.926,27658.076,28216.682,29793.824,25339.674,22401.324,25672.201,23237.979,30954.873,29765.91,27981.031,26192.465,32237.572
D3ZF11_RAT,13866.981,0.0,0.0,0.0,14586.108,0.0,14677.103,14087.514,0.0,12044.081,19090.715,15318.764,13190.551,15099.403,0.0,15274.881,0.0
D3ZF12_RAT,53365.35,59283.95,57386.492,58964.285,57545.164,54208.473,53509.855,56152.773,57616.754,60708.242,70707.75,64631.875,66632.18,69238.76,67473.34,62362.85,75950.56
D3ZF26_RAT,15327.299,15887.024,18563.955,13954.113,13442.837,12983.687,16844.504,13346.948,18104.082,17245.309,14115.8545,19902.246,15128.571,15077.42,14978.078,18580.836,13113.381
D3ZF99_RAT,58294.27,61291.195,77154.52,73361.16,45775.938,46535.75,50217.18,41127.797,75316.76,66278.9,47225.07,60279.18,55669.04,54182.61,56160.117,44657.902,67732.95
D3ZFB0_RAT,10304.227,9770.599,12642.082,8168.465,10654.879,10630.428,11626.588,9006.332,10524.694,13499.257,9682.313,11594.805,13940.717,11294.176,16045.437,9316.791,7679.552
D3ZFC6_RAT,57606.652,58446.633,62464.477,57164.93,60500.46,58269.113,56898.758,57204.77,55353.312,58484.402,59289.984,55614.906,58485.625,56284.535,58229.27,56228.668,71675.06
D3ZFK5_RAT,0.0,32278.896,36119.734,35423.625,31003.906,32236.934,32107.467,31164.3,38548.652,36593.043,36334.48,35150.664,29192.844,33050.633,34857.523,32817.23,26721.945
D3ZFP4_RAT,115009.96,111716.39,113464.7,117075.12,108398.26,115063.05,117515.77,113807.28,114862.12,116448.9,123263.2,118230.984,116536.625,118697.33,125142.96,121570.734,103475.32
D3ZFQ8_RAT,77402.46,83777.1,84947.87,90553.45,81067.11,64739.723,84416.57,92651.086,88421.57,73655.78,65951.875,77321.82,96463.1,96287.664,75348.82,98865.91,105993.98
D3ZG88_RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3ZGI8_RAT,27752.2,28132.803,26333.295,42974.504,44095.45,22654.498,23407.973,23125.824,27248.705,28754.547,33683.13,37800.28,28350.043,24431.473,30247.938,27211.562,31088.617
D3ZGL5_RAT,193829.4,267699.22,208355.02,227059.1,221751.05,204506.66,257648.5,317931.28,256301.55,228639.4,226990.16,205699.16,237218.16,240293.56,263603.1,266538.34,296073.3
D3ZGR7_RAT,116897.71,133283.6,132669.14,124980.25,133618.64,152534.95,137188.72,143585.61,118020.984,129449.48,141851.97,137236.16,129784.74,137313.38,135945.56,143290.47,106348.61
D3ZH41_RAT,35768.54,36763.965,35936.086,36918.797,37631.78,35949.355,36362.445,35729.24,41389.117,44594.543,43842.45,41737.13,41385.914,44368.383,43752.605,43214.793,48431.438
D3ZHF8_RAT,80487.734,83621.28,85952.6,81248.83,90554.18,85048.07,80861.22,86973.2,79520.04,86387.59,86360.36,80860.21,87028.51,82310.36,81862.89,79465.12,104106.92
D3ZHM7_RAT,69889.5,56989.55,61406.445,56893.734,65356.207,67279.484,69270.52,69048.79,61323.797,58285.5,59691.33,58868.887,65002.23,64858.375,62883.87,58242.145,67561.164
D3ZHW0_RAT,24095.016,27798.844,23593.43,20819.879,25508.44,26443.803,22486.555,30183.258,21910.926,21367.445,21023.127,23161.771,27964.645,24545.266,30720.938,27114.79,21771.48
D3ZI68_RAT,165029.38,181770.7,187226.77,176412.61,180435.19,172447.3,180767.03,174303.98,166733.47,168511.31,187056.36,163399.5,189077.48,175990.66,183601.38,170024.39,187725.17
D3ZII7_RAT,16480.23,18430.02,17317.76,14446.136,20994.404,20300.928,17770.291,21245.092,13832.314,0.0,0.0,0.0,20694.873,19684.994,20487.924,27159.375,28252.908
D3ZIJ5_RAT,0.0,22104.2,22537.486,19337.389,0.0,15263.579,18316.432,16933.488,0.0,23784.676,21674.32,20335.795,18064.232,20323.357,19779.904,0.0,0.0
D3ZIN7_RAT,24186.916,21835.23,21554.37,17834.104,20881.438,20299.799,22152.033,19570.637,22069.576,22158.092,16409.21,20897.12,20197.453,20979.568,21916.195,20441.95,16625.254
